"dimension","target","sampler","seed","medESS","ESS1","mean1","var1","median1","Q1_1","Q3_1"
1,"N(10,5²)",AM,7,4485.39411887035,4485.39411887035,9.926401876458156,24.584448431949667,9.912321561866115,6.581664506772034,13.262477999534793
1,"N(10,5²)",AM,8,4757.846869077088,4757.846869077088,10.11760801890968,25.08333067191515,10.197238653062055,6.7072554245025895,13.497774201842246
1,"N(10,5²)",AM,9,4984.029684315011,4984.029684315011,10.028125183590213,25.58971593726946,9.965301355489284,6.56653351233231,13.380505871699338
1,"N(10,5²)",AM,10,4881.90869841,4881.90869841,9.974032295061308,24.710304115121374,10.026255723042112,6.639475228609611,13.347036848399084
1,"Cauchy",RRWMH,1,375.2588992687034,375.2588992687034,-0.879251959867996,65.99765441068277,-0.029584304270875217,-1.0940622951016103,0.994435937542572
1,"Cauchy",RRWMH,2,498.4437125761655,498.4437125761655,-0.4173157242896586,28.27112532088635,-0.050900649985094346,-1.0681565888556492,0.9511344564203345
1,"Cauchy",RRWMH,3,645.4161260973093,645.4161260973093,-0.32922925842571865,12.686267952290919,-0.0478587212236814,-1.0048747827640134,0.8507888157088386
1,"Cauchy",RRWMH,4,366.39823875804893,366.39823875804893,-0.7876722245346023,63.158464191036686,-0.05526584997179623,-1.0869446995145104,0.9743206798462545
1,"Cauchy",RRWMH,5,521.005603445158,521.005603445158,0.2032568467933874,20.932211849175847,0.026968886767031075,-0.9592379672777658,1.0730834113021883
1,"Cauchy",RRWMH,6,455.23882425720933,455.23882425720933,-0.3038136892741426,33.5263583274286,-0.08046703260606242,-1.0275472184089436,0.8476242922048732
1,"Cauchy",RRWMH,7,326.8920139800134,326.8920139800134,1.1228750601812418,100.50438584594392,0.012653257115484262,-1.0029662684075769,1.1496250276683913
1,"Cauchy",RRWMH,8,290.17598565430114,290.17598565430114,0.9855183727361945,95.29829920374866,0.04700589848602991,-0.9088070183881088,1.1035948518587333
1,"Cauchy",RRWMH,9,961.5131627382808,961.5131627382808,0.031076380597220014,8.280694292162984,0.00768154379089557,-0.8770967872534624,0.9334791977847621
1,"Cauchy",RRWMH,10,253.18896213720362,253.18896213720362,-1.7067844686611917,154.0999283787448,-0.09609883405756181,-1.2635844487983323,1.017793391054446
1,"Cauchy",AM,1,1776.9404375653414,1776.9404375653414,-0.054286556611909925,216.84619480878175,0.006919413269653729,-0.983318906613843,1.03160963929801
1,"Cauchy",AM,2,1925.925384125013,1925.925384125013,-0.06780852169070872,33.983298407201744,-0.034033763293027874,-1.0085542957647466,0.9568621587670699
1,"Cauchy",AM,3,2622.600833388328,2622.600833388328,0.4236358555794164,51.77105289177969,0.03588033664210877,-0.940745533760762,1.0234494673550036
1,"Cauchy",AM,4,1572.6340830379393,1572.6340830379393,-0.70563095339278,242.922552267671,0.004381002439317383,-1.113941984895697,0.9840621588162279
1,"Cauchy",AM,5,1953.5741957420792,1953.5741957420792,0.6831880194362291,69.64575016309905,0.043427434829109046,-0.9291085482238953,1.0424357773438535
1,"Cauchy",AM,6,2427.276698180179,2427.276698180179,0.010133733072563609,38.11425371627143,-0.0024101411600936373,-1.0018949458465731,1.0412828690906908
1,"Cauchy",AM,7,1953.1848933795943,1953.1848933795943,-0.603121347355965,85.74909349649533,-0.01759259572193761,-1.0264398680206224,0.9841345154272997
1,"Cauchy",AM,8,1605.0798499254672,1605.0798499254672,-0.9106593218445498,124.1144396012687,-0.01608999658128535,-1.0103836426798471,0.9926540458522659
1,"Cauchy",AM,9,1659.05331070405,1659.05331070405,0.45437750741769667,54.556495091859034,0.00456532713037594,-0.9359362098380064,1.020462409263435
1,"Cauchy",AM,10,2123.2862741575364,2123.2862741575364,-0.2455126141320991,33.19332752335707,-0.047854047675858435,-1.0112142567470048,0.9112091109173581
1,"N(2,1)",exact,1,0.0,0.0,2.0,1.0,2.0,1.3255102498039182,2.6744897501960816
1,"N(0.2,1)",exact,1,0.0,0.0,0.2,1.0,0.2,-0.4744897501960818,0.8744897501960818
1,"N(10,1)",exact,1,0.0,0.0,10.0,1.0,10.0,9.325510249803918,10.674489750196082
1,"N(2,0.2²)",exact,1,0.0,0.0,2.0,0.04000000000000001,2.0,1.8651020499607835,2.1348979500392162
1,"N(0.2,0.2²)",exact,1,0.0,0.0,0.2,0.04000000000000001,0.2,0.06510204996078364,0.3348979500392164
1,"N(10,0.2²)",exact,1,0.0,0.0,10.0,0.04000000000000001,10.0,9.865102049960784,10.134897950039216
1,"N(2,5²)",exact,1,0.0,0.0,2.0,25.0,2.0,-1.3724487509804089,5.372448750980409
1,"N(0.2,5²)",exact,1,0.0,0.0,0.2,25.0,0.2,-3.1724487509804087,3.572448750980409
1,"N(10,5²)",exact,1,0.0,0.0,10.0,25.0,10.0,6.627551249019591,13.372448750980409
1,"Cauchy",exact,1,0.0,0.0,Inf,Inf,0.0,-0.9999999999999999,0.9999999999999999
